web-scraper-order,web-scraper-start-url,List,List-href,bio,image-src,facts
"1518863360-2492","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Frederick Douglass","https://en.wikipedia.org/wiki/Frederick_Douglass","Frederick Douglass (born Frederick Augustus Washington Bailey; c. February 1818[4] – February 20, 1895[5]) was an African-American social reformer, abolitionist, orator, writer, and statesman. After escaping from slavery in Maryland, he became a national leader of the abolitionist movement in Massachusetts and New York, gaining note for his dazzling oratory[6] and incisive antislavery writings. In his time, he was described by abolitionists as a living counter-example to slaveholders' arguments that slaves lacked the intellectual capacity to function as independent American citizens.[7][8] Northerners at the time found it hard to believe that such a great orator had once been a slave.[9]","//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Frederick_Douglass_portrait.jpg/220px-Frederick_Douglass_portrait.jpg","[{""facts"":""""},{""facts"":""In office\n\nJune 26, 1889 – July 1891""},{""facts"":""Benjamin Harrison""},{""facts"":""John E. W. Thompson""},{""facts"":""John Stephens Durham""},{""facts"":""""},{""facts"":""Born""},{""facts"":""Frederick Augustus Washington Bailey\n\nc.February 1818[1]\n\nCordova, Talbot County, Maryland, U.S.""},{""facts"":""Died""},{""facts"":""(1895-02-20)20 February 1895(aged 77)\n\nWashington, D.C., U.S.""},{""facts"":""Cause of death""},{""facts"":""Heart attack""},{""facts"":""Political party""},{""facts"":""Republican""},{""facts"":""Spouse(s)""},{""facts"":""Anna Murray (m. 1838; her death 1882)\n\nHelen Pitts (m. 1884; his death 1895)""},{""facts"":""Children""},{""facts"":""5""},{""facts"":""Parents""},{""facts"":""Harriet Bailey[2] and, allegedly, Anthony Aaron[3]""},{""facts"":""Occupation""},{""facts"":""Abolitionist, suffragist, author, editor, diplomat""},{""facts"":""Signature""},{""facts"":""""},{""facts"":""Atlantic slave trade\n\nMiddle Passage""},{""facts"":""Middle Passage""},{""facts"":""Ghilman""},{""facts"":""History""},{""facts"":""Americas indigenous\n\nU.S. Natives""},{""facts"":""U.S. Natives""},{""facts"":""Lei Áurea""},{""facts"":""Barbados""},{""facts"":""revolt""},{""facts"":""colonial""},{""facts"":""Confederate\n\nList of Confederate monuments and memorials\nRemoval of Confederate monuments and memorials\nList of memorials to Robert E. Lee\nList of memorials to Jefferson Davis\nAnnapolis\n\nRoger B. Taney Monument\n\n\nBaltimore\n\nConfederate Soldiers and Sailors Monument\nConfederate Women's Monument\nRoger B. Taney Monument\nRobert E. Lee and Stonewall Jackson Monument\n\n\nDurham, North Carolina\n\nRobert E. Lee Monument\n\n\nNew Orleans\n\nBattle of Liberty Place Monument\nJefferson Davis Monument\nGeneral Beauregard Equestrian Statue\nRobert E. Lee Monument""},{""facts"":""List of Confederate monuments and memorials""},{""facts"":""Roger B. Taney Monument""},{""facts"":""Confederate Soldiers and Sailors Monument""},{""facts"":""Robert E. Lee Monument""},{""facts"":""Battle of Liberty Place Monument""}]"
"1518863251-2441","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","William Monroe Trotter","https://en.wikipedia.org/wiki/William_Monroe_Trotter","William Monroe Trotter (sometimes just Monroe Trotter, April 7, 1872 – April 7, 1934) was a newspaper editor and real estate businessman based in Boston, Massachusetts, and an activist for African-American civil rights. He was an early opponent of the accommodationist race policies of Booker T. Washington, and in 1901 founded the Boston Guardian, an independent African-American newspaper, as a vehicle to express that opposition. Active in protest movements for civil rights throughout the 1900s and 1910s, he also revealed some of the differences within the African-American community. He contributed to the formation of the National Association for the Advancement of Colored People (NAACP).","//upload.wikimedia.org/wikipedia/commons/thumb/2/25/WMTrotter1915.jpg/220px-WMTrotter1915.jpg","[{""facts"":""1915 photograph""},{""facts"":""William Monroe Trotter\n\n(1872-04-07)April 7, 1872\n\nnear Chillicothe, Ohio, U.S.""},{""facts"":""April 7, 1934(1934-04-07) (aged 62)\n\nBoston, Massachusetts""},{""facts"":""Boston""},{""facts"":""Harvard University""},{""facts"":""Geraldine \""Deenie\"" Pindell""},{""facts"":""Scientific career""},{""facts"":""Civil rights, real estate""},{""facts"":""Boston Guardian""},{""facts"":""Influences""},{""facts"":""James Monroe Trotter (father), William Lloyd Garrison""},{""facts"":""""}]"
"1518863300-2463","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Joe Louis","https://en.wikipedia.org/wiki/Joe_Louis","Joseph Louis Barrow (May 13, 1914 – April 12, 1981), best known as Joe Louis and nicknamed the ""Brown Bomber"", was an American professional boxer who competed from 1934 to 1951. He reigned as the world heavyweight champion from 1937 to 1949, and is considered to be one of the greatest heavyweights of all time. Louis' championship reign lasted 140 consecutive months, during which he participated in 26 championship fights. The 27th fight, against Ezzard Charles in 1950, was a challenge for Charles' heavyweight title and so is not included in Louis' reign. Louis was victorious in 26 title defenses, second only to Julio César Chávez with 27. In 2005, Louis was ranked as the best heavyweight of all time by the International Boxing Research Organization,[1] and was ranked number one on The Ring magazine's list of the ""100 greatest punchers of all time"".[2]","//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Joe_Louis_by_van_Vechten.jpg/220px-Joe_Louis_by_van_Vechten.jpg","[{""facts"":""Louis in 1941""},{""facts"":""Joseph Louis Barrow""},{""facts"":""Brown Bomber""},{""facts"":""Heavyweight""},{""facts"":""6 ft 2 in (188 cm)""},{""facts"":""76 in (193 cm)""},{""facts"":""American""},{""facts"":""(1914-05-13)May 13, 1914\n\nLaFayette, Alabama, U.S.""},{""facts"":""Died""},{""facts"":""April 12, 1981(1981-04-12) (aged 66)\n\nParadise, Nevada, U.S.""},{""facts"":""Stance""},{""facts"":""Orthodox""},{""facts"":""Boxing record""},{""facts"":""Total fights""},{""facts"":""69""},{""facts"":""Wins""},{""facts"":""66""},{""facts"":""Wins by KO""},{""facts"":""52""},{""facts"":""Losses""},{""facts"":""3""}]"
"1518863215-2426","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Oprah Winfrey","https://en.wikipedia.org/wiki/Oprah_Winfrey","Oprah Winfrey (born Orpah Gail Winfrey;[1] January 29, 1954) is an American media proprietor, talk show host, actress, producer, and philanthropist. She is best known for her talk show The Oprah Winfrey Show, which was the highest-rated television program of its kind in history and was nationally syndicated from 1986 to 2011 in Chicago, Illinois.[6]","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Oprah_in_2014.jpg/220px-Oprah_in_2014.jpg","[{""facts"":""Oprah in October 2014""},{""facts"":""Orpah Gail Winfrey[1]\n\n(1954-01-29) January 29, 1954 (age 64)\n\nKosciusko, Mississippi, U.S.""},{""facts"":""Montecito, California\n\nLavallette, New Jersey\n\nTelluride, Colorado\n\nMaui, Hawaii\n\nChicago, Illinois\n\nFisher Island, Florida""},{""facts"":""Tennessee State University""},{""facts"":""Host of The Oprah Winfrey Show (1986–2011)\nChairwoman and CEO of Harpo Productions (1986–present)\nChairwoman, CEO, and CCO of the Oprah Winfrey Network (2011–present)\nActress[2]\nAuthor""},{""facts"":""1971–present""},{""facts"":""$75 million (2013)[3]""},{""facts"":""US$2.8 billion (February 2018)[4]""},{""facts"":""Democratic""},{""facts"":""Partner(s)""},{""facts"":""Stedman Graham (1986–present)""},{""facts"":""Children""},{""facts"":""Canaan (born c. 1968, died c. 1968)[5]""},{""facts"":""Website""},{""facts"":""oprah.com""},{""facts"":""Signature""},{""facts"":""""}]"
"1518863383-2503","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Ralph Bunche","https://en.wikipedia.org/wiki/Ralph_Bunche","Ralph Johnson Bunche (/bʌntʃ/; August 7, 1904[1][2][3]  – December 9, 1971) was an American political scientist, academic, and diplomat who received the 1950 Nobel Peace Prize for his late 1940s mediation in Israel.[2] He was the first African American to be so honored in the history of the prize.[4] He was involved in the formation and administration of the United Nations. In 1963, he was awarded the Presidential Medal of Freedom by President John F. Kennedy.","//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ralph_Bunche_-_1963_March_on_Washington.jpg/220px-Ralph_Bunche_-_1963_March_on_Washington.jpg","[{""facts"":""Bunche at the 1963 March on Washington for Jobs and Freedom.""},{""facts"":""Ralph Johnson Bunche\n\n(1904-08-07)August 7, 1904\n\nDetroit, Michigan, United States""},{""facts"":""December 9, 1971(1971-12-09) (aged 68)\n\nNew York City, New York, United States""},{""facts"":""Mediation in Israel, Nobel Peace Prize laureate""},{""facts"":""""}]"
"1518863234-2433","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Booker T. Washington","https://en.wikipedia.org/wiki/Booker_T._Washington","Booker Taliaferro Washington (April 5, 1856 – November 14, 1915) was an American educator, author, orator, and advisor to presidents of the United States. Between 1890 and 1915, Washington was the dominant leader in the African-American community.","//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Booker_T_Washington_retouched_flattened-crop.jpg/220px-Booker_T_Washington_retouched_flattened-crop.jpg","[{""facts"":""Booker T. Washington, 1905""},{""facts"":""Booker Taliaferro Washington\n\n(1856-04-05)April 5, 1856\n\nHale's Ford, Virginia, U.S.""},{""facts"":""November 14, 1915(1915-11-14) (aged 59)\n\nTuskegee, Alabama, U.S.""},{""facts"":""Tuskegee University""},{""facts"":""Hampton Normal and Agricultural Institute\n\nWayland Seminary""},{""facts"":""Educator, author, and African American civil rights leader""},{""facts"":""Republican""},{""facts"":""W. E. B. Du Bois""},{""facts"":""Fannie N. Smith\n\n(1882–1884, her death)\n\nOlivia A. Davidson\n\n(1886–1889, her death)\n\nMargaret James Murray\n\n(1893–1915, his death)""},{""facts"":""Children""},{""facts"":""Portia M. Washington\n\nBooker T. Washington Jr.\n\nErnest Davidson Washington""},{""facts"":""Signature""},{""facts"":""""}]"
"1518863281-2454","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Elijah Muhammad","https://en.wikipedia.org/wiki/Elijah_Muhammad","Elijah Muhammad (born Elijah Robert Poole; October 7, 1897 – February 25, 1975) was a black-American religious leader, who led the Nation of Islam (NOI) from 1934 until his death in 1975. He was a mentor to Malcolm X, Louis Farrakhan, Muhammad Ali, as well as his own son, Warith Deen Mohammed.","//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Elijah_Muhammad_NYWTS-2.jpg/240px-Elijah_Muhammad_NYWTS-2.jpg","[{""facts"":""Muhammad speaking in 1964.""},{""facts"":""""},{""facts"":""In office\n\n1934–1975""},{""facts"":""Wallace Fard Muhammad""},{""facts"":""Warith Deen Mohammed""},{""facts"":""""},{""facts"":""Elijah Robert Poole\n\n(1897-10-07)October 7, 1897\n\nSandersville, Georgia, U.S.""},{""facts"":""Died""},{""facts"":""February 25, 1975(1975-02-25) (aged 77)\n\nChicago, Illinois, U.S.""},{""facts"":""Spouse(s)""},{""facts"":""Clara Muhammad (1917–72; her death)\n\n(8 children)""},{""facts"":""Occupation""},{""facts"":""Leader of the Nation of Islam""}]"
"1518863265-2448","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Hiram Revels","https://en.wikipedia.org/wiki/Hiram_Revels","Hiram Rhodes Revels (September 27, 1827[note 1] – January 16, 1901) was an American politician, a minister in the African Methodist Episcopal Church (AME), and a college administrator. Born free in North Carolina, he later lived and worked in Ohio, where he voted before the Civil War. He became the first African American and Native American to serve in the U.S. Congress when he was elected to the United States Senate as a Republican to represent Mississippi in 1870 and 1871 during the Reconstruction era.","//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hiram_Rhodes_Revels_-_Brady-Handy-%28restored%29.png/220px-Hiram_Rhodes_Revels_-_Brady-Handy-%28restored%29.png","[{""facts"":""""},{""facts"":""In office\n\nFebruary 23, 1870 – March 3, 1871""},{""facts"":""Albert G. Brown""},{""facts"":""James L. Alcorn""},{""facts"":""""},{""facts"":""(1827-09-27)September 27, 1827\n\nFayetteville, North Carolina, U.S.""},{""facts"":""Died""},{""facts"":""January 16, 1901(1901-01-16) (aged 73)\n\nAberdeen, Mississippi, U.S.""},{""facts"":""Political party""},{""facts"":""Republican""},{""facts"":""Spouse(s)""},{""facts"":""Phoebe Bass""},{""facts"":""Education""},{""facts"":""Beech Grove Quaker Seminary\n\nDarke County Seminary\n\nKnox College""},{""facts"":""Military service""},{""facts"":""Allegiance""},{""facts"":""United States""},{""facts"":""Service/branch""},{""facts"":""Union Army""},{""facts"":""Years of service""},{""facts"":""1863–1865""},{""facts"":""Unit""},{""facts"":""Chaplain Corps""},{""facts"":""Battles/wars""},{""facts"":""American Civil War""}]"
"1518863414-2518","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Richard Allen","https://en.wikipedia.org/wiki/Richard_Allen_(bishop)","Richard Allen (February 14, 1760 – March 26, 1831)[1] was a minister, educator, writer, and one of America's most active and influential black leaders. In 1794 he founded the African Methodist Episcopal Church (AME), the first independent black denomination in the United States. He opened his first AME church in 1794 in Philadelphia, Pennsylvania.[2]","//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Richard_Allen_crop.jpg/220px-Richard_Allen_crop.jpg","[{""facts"":""African Methodist Episcopal Church""},{""facts"":""April 10, 1816""},{""facts"":""March 26, 1831""},{""facts"":""Formed denomination""},{""facts"":""Morris Brown""},{""facts"":""1799\n\nby Francis Asbury""},{""facts"":""Born""},{""facts"":""(1760-02-14)February 14, 1760\n\nPhiladelphia, PA""},{""facts"":""Died""},{""facts"":""March 26, 1831(1831-03-26) (aged 71)\n\nPhiladelphia, Pennsylvania, United States""},{""facts"":""Buried""},{""facts"":""Mother Bethel AME Church, Philadelphia, Pennsylvania, United States""},{""facts"":""Denomination""},{""facts"":""African Methodist Episcopal Church""},{""facts"":""Spouse""},{""facts"":""Flora, Sarah Bass""},{""facts"":""Children""},{""facts"":""Richard Jr., James, John, Peter, Sara, and Ann""},{""facts"":""Occupation""},{""facts"":""Founder of the African Methodist Episcopal church, minister, abolitionist, educator, writer, and one of America's most active and influential black leaders""},{""facts"":""Sainthood""},{""facts"":""Feast day""},{""facts"":""March 26""},{""facts"":""Beatified""},{""facts"":""by Episcopal Church""}]"
"1518863381-2502","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","George Washington Carver","https://en.wikipedia.org/wiki/George_Washington_Carver","George Washington Carver (1860s[2][3] – January 5, 1943), was an American botanist and inventor. He actively promoted alternative crops to cotton and methods to prevent soil depletion.","//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/George_Washington_Carver_c1910_-_Restoration.jpg/220px-George_Washington_Carver_c1910_-_Restoration.jpg","[{""facts"":""Photograph circa 1910""},{""facts"":""1860s\n\nDiamond, Missouri, U.S.""},{""facts"":""(1943-01-05)January 5, 1943 (about 80 years old)\n\nTuskegee, Alabama, U.S.""},{""facts"":""Spingarn Medal (1923)""}]"
"1518863375-2499","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","John Henrik Clarke","https://en.wikipedia.org/wiki/John_Henrik_Clarke","John Henrik Clarke (born John Henry Clark, January 1, 1915 – July 12, 1998), was an American historian, professor, and a pioneer in the creation of Pan-African and Africana studies, and professional institutions in academia starting in the late 1960s.","","[{""facts"":""July 12, 1998(1998-07-12) (aged 83)\n\nManhattan, New York City""},{""facts"":""Writer, historian, professor""}]"
"1518863236-2434","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Madame C. J. Walker","https://en.wikipedia.org/wiki/Madame_C._J._Walker","Sarah Breedlove (December 23, 1867 – May 25, 1919), known as Madam C. J. Walker, was an African American entrepreneur, philanthropist, and a political and social activist. Eulogized as the first female self-made millionaire in America,[1] she became one of the wealthiest African American women in the country, ""the world's most successful female entrepreneur of her time,"" and one of the most successful African-American business owners ever.[2]","//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Madam_CJ_Walker_face_circa_1914.jpg/220px-Madam_CJ_Walker_face_circa_1914.jpg","[{""facts"":""Walker in 1903""},{""facts"":""Sarah Breedlove\n\n(1867-12-23)December 23, 1867\n\nDelta, Louisiana, United States""},{""facts"":""May 25, 1919(1919-05-25) (aged 51)\n\nIrvington-on-Hudson, New York, United States""},{""facts"":""Woodlawn Cemetery (Bronx, New York)""},{""facts"":""Villa Lewaro, Irvington-on-Hudson, New York""},{""facts"":""American""},{""facts"":""Businesswoman, hair-care entrepreneur,\n\nPhilanthropist, and\n\nActivist""},{""facts"":""Moses McWilliams (married 1882–1887)\n\nJohn Davis (married 1894 – c. 1903)\n\nCharles Joseph Walker (married 1906–1912)""},{""facts"":""A'Lelia Walker""},{""facts"":""Website""},{""facts"":""www.madamcjwalker.com""}]"
"1518863406-2514","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Crispus Attucks","https://en.wikipedia.org/wiki/Crispus_Attucks","Crispus Attucks (c.1723 – March 5, 1770) was an American stevedore of African and Native American descent, widely regarded as the first person killed in the Boston massacre and thus the first American killed in the American Revolution.","//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Crispus_Attucks.jpg/220px-Crispus_Attucks.jpg","[{""facts"":""Speculative posthumous portrait of what Attucks may have looked like""},{""facts"":""Crispus Attucks\n\nc.1723\n\nFramingham, Massachusetts, British America""},{""facts"":""March 5, 1770 (approximately aged 47)\n\nBoston, Massachusetts, British America""},{""facts"":""Dock worker[1]""}]"
"1518863352-2488","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Katherine Dunham","https://en.wikipedia.org/wiki/Katherine_Dunham","Katherine Mary Dunham (also known as Kaye Dunn,[1] June 22, 1909 – May 21, 2006) was an American dancer, choreographer, author, educator, and social activist. Dunham had one of the most successful dance careers in American and European theater of the 20th century, and directed her own dance company for many years. She has been called the ""matriarch and queen mother of black dance.""[2]","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Katherine_Dunham.jpg/220px-Katherine_Dunham.jpg","[{""facts"":""Katherine Dunham in 1956.""},{""facts"":""Katherine Mary Dunham\n\n(1909-06-22)June 22, 1909\n\nChicago, Illinois, U.S""},{""facts"":""May 21, 2006(2006-05-21) (aged 96)\n\nNew York City, New York, U.S""},{""facts"":""University of Chicago""},{""facts"":""Dancer, choreographer, author, educator, activist""},{""facts"":""Jordis W. McCoo\n\n(m. 1931; div. 1938)\n\nJohn Pratt\n\n(m. 1941; d. 1986)""}]"
"1518863354-2489","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Paul Laurence Dunbar","https://en.wikipedia.org/wiki/Paul_Laurence_Dunbar","Paul Laurence Dunbar (June 27, 1872 – February 9, 1906) was an American poet, novelist, and playwright of the late 19th and early 20th centuries. Born in Dayton, Ohio, to parents who had been enslaved in Kentucky before the American Civil War, Dunbar began to write stories and verse when still a child; he was president of his high school's literary society. He published his first poems at the age of 16 in a Dayton newspaper.","//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Paul_Laurence_Dunbar_circa_1890.jpg/220px-Paul_Laurence_Dunbar_circa_1890.jpg","[{""facts"":""Dunbar circa 1890""},{""facts"":""(1872-06-27)June 27, 1872\n\nDayton, Ohio, United States""},{""facts"":""February 9, 1906(1906-02-09) (aged 33)\n\nDayton, Ohio""},{""facts"":""Tuberculosis""},{""facts"":""Woodland Cemetery\n\nDayton, Ohio""},{""facts"":""American""},{""facts"":""Poet""},{""facts"":""Alice Dunbar""}]"
"1518863225-2429","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Roy Wilkins","https://en.wikipedia.org/wiki/Roy_Wilkins","Roy Ottoway Wilkins (August 30, 1901 – September 8, 1981) was a prominent activist in the Civil Rights Movement in the United States from the 1930s to the 1970s.[1][2] Wilkins' most notable role was in his leadership of the National Association for the Advancement of Colored People (NAACP).[2]","//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Roy_Wilkins_at_the_White_House%2C_30_April%2C_1968.jpg/220px-Roy_Wilkins_at_the_White_House%2C_30_April%2C_1968.jpg","[{""facts"":""Roy Wilkins in 1968""},{""facts"":""""},{""facts"":""In office\n\n1955–1977""},{""facts"":""Walter Francis White""},{""facts"":""Benjamin Hooks""},{""facts"":""""},{""facts"":""(1901-08-30)August 30, 1901\n\nSt. Louis, Missouri, U.S.""},{""facts"":""Died""},{""facts"":""September 8, 1981(1981-09-08) (aged 80)\n\nNew York City, U.S.""},{""facts"":""Nationality""},{""facts"":""American""},{""facts"":""Political party""},{""facts"":""Democratic""},{""facts"":""Height""},{""facts"":""6 ft 3 in (191 cm)""},{""facts"":""Spouse(s)""},{""facts"":""Aminda \""Minnie\"" Badeau (1905–1994)""},{""facts"":""Alma mater""},{""facts"":""University of Minnesota""},{""facts"":""Occupation""},{""facts"":""Civil rights activist""},{""facts"":""Known for""},{""facts"":""NAACP involvement""}]"
"1518863283-2455","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Toni Morrison","https://en.wikipedia.org/wiki/Toni_Morrison","Toni Morrison (born Chloe Ardelia Wofford;[2] February 18, 1931) is an American novelist, essayist, editor, teacher, and professor emeritus at Princeton University.","//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Toni_Morrison_2008-2.jpg/220px-Toni_Morrison_2008-2.jpg","[{""facts"":""Morrison speaking in 2008""},{""facts"":""Chloe Ardelia Wofford\n\n(1931-02-18) February 18, 1931 (age 86)[1]\n\nLorain, Ohio""},{""facts"":""Howard University (BA)\nCornell University (MA)""},{""facts"":""Howard University (BA)\nCornell University (MA)""},{""facts"":""American literature""},{""facts"":""Beloved\nSong of Solomon\nThe Bluest Eye""},{""facts"":""Beloved\nSong of Solomon\nThe Bluest Eye""},{""facts"":""Presidential Medal of Freedom (2012)\nNational Humanities Medal (2000)\nNobel Prize in Literature (1993)\nPulitzer Prize for Fiction (1988)""},{""facts"":""Presidential Medal of Freedom (2012)\nNational Humanities Medal (2000)\nNobel Prize in Literature (1993)\nPulitzer Prize for Fiction (1988)""},{""facts"":""""},{""facts"":""""}]"
"1518863400-2511","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Amiri Baraka","https://en.wikipedia.org/wiki/Amiri_Baraka","Amiri Baraka (born Everett LeRoi Jones; October 7, 1934 – January 9, 2014), previously known as LeRoi Jones and Imamu Amear Baraka,[1] was an African-American writer of poetry, drama, fiction, essays and music criticism. He was the author of numerous books of poetry and taught at several universities, including the State University of New York at Buffalo and the State University of New York at Stony Brook. He received the PEN/Beyond Margins Award, in 2008 for Tales of the Out and the Gone.[7]","//upload.wikimedia.org/wikipedia/commons/1/16/Amiri_Baraka_2013.jpg","[{""facts"":""Baraka in 2013""},{""facts"":""Everett LeRoi Jones\n\n(1934-10-07)October 7, 1934\n\nNewark, New Jersey, U.S.""},{""facts"":""January 9, 2014(2014-01-09) (aged 79)\n\nNewark, New Jersey, U.S.""},{""facts"":""LeRoi Jones, Imamu Amear Baraka[1]""},{""facts"":""Actor, teacher, theater director, theater producer, writer, activist, poet""},{""facts"":""American""},{""facts"":""1961–2014""},{""facts"":""Poetry, drama""},{""facts"":""Hettie Cohen ~1958 (div.)\nAmina Baraka née Sylvia Robinson, ~1966–2014""},{""facts"":""Hettie Cohen ~1958 (div.)\nAmina Baraka née Sylvia Robinson, ~1966–2014""},{""facts"":""Children""},{""facts"":""Kellie Jones, Lisa Jones, Dominique di Prima, Maria Jones, Shani Baraka, Obalaji Baraka, Ras J. Baraka, Ahi Baraka, Amiri Baraka Jr.[2]""},{""facts"":""Military career""},{""facts"":""Allegiance""},{""facts"":""United States""},{""facts"":""Service/branch""},{""facts"":""United States Air Force""},{""facts"":""Years of service""},{""facts"":""1954–57""},{""facts"":""Rank""},{""facts"":""Sergeant[3][4]""},{""facts"":""""},{""facts"":""Website""},{""facts"":""amiribaraka.com""}]"
"1518863341-2483","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Marcus Garvey","https://en.wikipedia.org/wiki/Marcus_Garvey","Marcus Mosiah Garvey Jr. ONH (17 August 1887 – 10 June 1940)[1] was a proponent of Black nationalism in Jamaica and especially the United States.[2] He was a leader of a mass movement called Pan-Africanism and he founded the Universal Negro Improvement Association and African Communities League (UNIA-ACL).[2][3] He also founded the Black Star Line, a shipping and passenger line which promoted the return of the African diaspora to their ancestral lands. Although most American Black leaders condemned his methods and his support for racial segregation, Garvey attracted a large following. The Black Star Line went bankrupt and Garvey was imprisoned for mail fraud in the selling of its stock. His movement then rapidly collapsed.[4]","//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Marcus_Garvey_1924-08-05.jpg/220px-Marcus_Garvey_1924-08-05.jpg","[{""facts"":""Garvey in 1924""},{""facts"":""Marcus Mosiah Garvey Jr.\n\n(1887-08-17)17 August 1887\n\nSaint Ann's Bay, Jamaica""},{""facts"":""10 June 1940(1940-06-10) (aged 52)\n\nWest Kensington, London, England""},{""facts"":""Publisher, journalist""},{""facts"":""Activism, black nationalism, Pan-Africanism""},{""facts"":""Amy Ashwood\n\n(m. 1919; div. 1922)\n\nAmy Jacques (m. 1922)""},{""facts"":""2""},{""facts"":""Marcus Mosiah Garvey Sr.\n\nSarah Jane Richards""}]"
"1518863310-2468","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Ernest Just","https://en.wikipedia.org/wiki/Ernest_Just","Ernest Everett Just (August 14, 1883 – October 27, 1941) was a pioneering African-American biologist, academic and science writer. Just's primary legacy is his recognition of the fundamental role of the cell surface in the development of organisms. In his work within marine biology, cytology and parthenogenesis, he advocated the study of whole cells under normal conditions, rather than simply breaking them apart in a laboratory setting.","//upload.wikimedia.org/wikipedia/commons/0/0e/Ernest_Everett_Just.jpg","[{""facts"":""(1883-08-14)14 August 1883\n\nCharleston, South Carolina""},{""facts"":""27 October 1941(1941-10-27) (aged 58)\n\nWashington D.C.""},{""facts"":""United States, Italy, Germany, France""},{""facts"":""American""},{""facts"":""Dartmouth College\n\nUniversity of Chicago""},{""facts"":""marine biology\n\ncytology\n\nparthenogenesis""},{""facts"":""Spingarn Medal (1915)""},{""facts"":""Scientific career""},{""facts"":""Fields""},{""facts"":""biology, zoology, botany, history, and sociology""},{""facts"":""Institutions""},{""facts"":""Howard University\nMarine Biological Laboratory\nStazione Zoologica Anton Dohrn\nKaiser Wilhelm Institute\nStation biologique de Roscoff""},{""facts"":""Howard University\nMarine Biological Laboratory\nStazione Zoologica Anton Dohrn\nKaiser Wilhelm Institute\nStation biologique de Roscoff""},{""facts"":""Doctoral advisor""},{""facts"":""Frank R. Lillie""},{""facts"":""""}]"
"1518863242-2437","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Henry McNeal Turner","https://en.wikipedia.org/wiki/Henry_McNeal_Turner","Henry McNeal Turner (February 1, 1834 – May 8, 1915) was a minister, politician, and the 12th elected and consecrated bishop of the African Methodist Episcopal Church (AME). An African American, he was a pioneer in Georgia at organizing new congregations of the African Americans after the American Civil War.[1] Born free in South Carolina, Turner learned to read and write and became a Methodist preacher. He joined the AME Church in St. Louis, Missouri in 1858, where he became a minister. Later he had pastorates in Baltimore, Maryland and Washington, DC.","//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Henry_McNeil_Turner.jpg/220px-Henry_McNeil_Turner.jpg","[{""facts"":""(1834-02-01)February 1, 1834\n\nNewberry, South Carolina""},{""facts"":""May 8, 1915(1915-05-08) (aged 81)\n\nWindsor, Ontario""},{""facts"":""Eliza Peacher\n\nMartha Elizabeth DeWitt\n\nHarriet A. Wayman\n\nLaura Pearl Lemon""},{""facts"":""14""},{""facts"":""Hardy Turner\n\nSarah Greer""}]"
